price,min_price,max_price,beds,min_beds,max_beds,baths,min_baths,max_baths,house_type,address,postal_code,state,city,pictures,pictures1,permalink,cats,dogs
,1695.0,2390.0,,1.0,3.0,,1.0,2.5,apartment,6280 McNeil Dr,78729,TX,Austin,https://ar.rdcpix.com/91e4b15894decad2f9f1e8b4fc5d8c90c-f3983524778od-w480_h360_x2.webp,https://ar.rdcpix.com/91e4b15894decad2f9f1e8b4fc5d8c90c-f2532873009od-w480_h360_x2.webp,6280-McNeil-Dr_Austin_TX_78729_M70495-61995,True,True
,1375.0,1880.0,,1.0,3.0,,1.0,2.0,apartment,7101 Virginia Pkwy,75071,TX,McKinney,https://ar.rdcpix.com/98ddfc2eb0c89e89a2f14c7e678e18c6c-f1910508018od-w480_h360_x2.webp,https://ar.rdcpix.com/98ddfc2eb0c89e89a2f14c7e678e18c6c-f3078560951od-w480_h360_x2.webp,7101-Virginia-Pkwy_MC-Kinney_TX_75071_M88511-80836,True,True
,1975.0,2999.0,,1.0,2.0,,1.5,2.5,apartment,9850 Westover Hills Blvd,78251,TX,San Antonio,https://ar.rdcpix.com/e0472cad1886f0f8fba2645aff311946c-f3759056712od-w480_h360_x2.webp,https://ar.rdcpix.com/e0472cad1886f0f8fba2645aff311946c-f2192018440od-w480_h360_x2.webp,9850-Westover-Hills-Blvd_San-Antonio_TX_78251_M87955-97720,True,True
,1475.0,3195.0,,0.0,2.0,,1.0,2.0,apartment,1945 Bennett Ave,75206,TX,Dallas,https://ar.rdcpix.com/d95c8d907b22aa1492fdc68761b195d6c-f2704534838od-w480_h360_x2.webp,https://ar.rdcpix.com/d95c8d907b22aa1492fdc68761b195d6c-f3517198725od-w480_h360_x2.webp,1945-Bennett-Ave_Dallas_TX_75206_M99325-75810,True,True
,835.0,1375.0,,1.0,2.0,,1.0,2.0,apartment,2701 W Bellfort Ave,77054,TX,Houston,https://ar.rdcpix.com/ed5421d98bb5b40558e5352baf8f3cadc-f449928768od-w480_h360_x2.webp,https://ar.rdcpix.com/ed5421d98bb5b40558e5352baf8f3cadc-f3849457897od-w480_h360_x2.webp,2701-W-Bellfort-Ave-Apt-276_Houston_TX_77054_M75690-14597,True,True
,1250.0,2190.0,,1.0,3.0,,1.0,2.0,apartment,4001 Faudree Rd,79765,TX,Odessa,https://ar.rdcpix.com/854c4efc1f96276f75a1f4f751ddb34bc-f759701867od-w480_h360_x2.webp,https://ar.rdcpix.com/854c4efc1f96276f75a1f4f751ddb34bc-f3383083363od-w480_h360_x2.webp,4001-Faudree-Rd_Odessa_TX_79765_M72805-02190,True,True
,1640.0,2440.0,,1.0,2.0,,1.0,2.0,apartment,3636 McKinney Ave Ste 108,75204,TX,Dallas,https://ar.rdcpix.com/aac3b08fa501f2d88c4f573d779a316dc-f2428711330od-w480_h360_x2.webp,https://ar.rdcpix.com/aac3b08fa501f2d88c4f573d779a316dc-f3673114771od-w480_h360_x2.webp,3636-McKinney-Ave-Ste-108_Dallas_TX_75204_M90244-73969,True,True
,1350.0,2160.0,,1.0,3.0,,1.0,2.0,apartment,200 Philomena Dr,78640,TX,Kyle,https://ar.rdcpix.com/23a10e7cbca34dbd7543d315977ee4c5c-f956780887od-w480_h360_x2.webp,https://ar.rdcpix.com/23a10e7cbca34dbd7543d315977ee4c5c-f3912203994od-w480_h360_x2.webp,200-Goforth-Rd_Kyle_TX_78640_M86239-31682,True,True
,2030.0,4415.0,,0.0,3.0,,1.0,3.0,apartment,51 Rainey St,78701,TX,Austin,https://ar.rdcpix.com/0d9344f44c0bad15a9098750e794b684c-f192660029od-w480_h360_x2.webp,https://ar.rdcpix.com/0d9344f44c0bad15a9098750e794b684c-f2846487130od-w480_h360_x2.webp,51-Rainey-St_Austin_TX_78701_M93540-77575,True,True
,1285.0,2430.0,,0.0,2.0,,1.0,2.0,apartment,2031 Westcreek Ln,77027,TX,Houston,https://ar.rdcpix.com/e2b7d8e3493ad5776dd3d2e6ef968212c-f3485430974od-w480_h360_x2.webp,https://ar.rdcpix.com/e2b7d8e3493ad5776dd3d2e6ef968212c-f2339579905od-w480_h360_x2.webp,2031-Westcreek-Ln_Houston_TX_77027_M70292-91401,True,True
,1580.0,1580.0,,1.0,2.0,,1.0,2.5,apartment,2220 E 52nd St,79762,TX,Odessa,https://ar.rdcpix.com/a5e2d38b4035aaaf4ee4a87b7afaab84c-f1554783468od-w480_h360_x2.webp,https://ar.rdcpix.com/a5e2d38b4035aaaf4ee4a87b7afaab84c-f3663195110od-w480_h360_x2.webp,2220-E-52nd-St_Odessa_TX_79762_M71450-03742,True,True
,1136.0,2500.0,,1.0,3.0,,1.0,2.0,apartment,6200 N Shiloh Rd,75044,TX,Garland,https://ar.rdcpix.com/a687a33da55b916042531e8e67e91e2ec-f3586097460od-w480_h360_x2.webp,https://ar.rdcpix.com/a687a33da55b916042531e8e67e91e2ec-f3024476265od-w480_h360_x2.webp,6200-N-Shiloh-Rd_Garland_TX_75044_M70054-79199,True,True
,1274.0,1563.0,,1.0,2.0,,1.0,2.0,apartment,2105 Cottonwood Club Dr,76010,TX,Arlington,https://ar.rdcpix.com/902547a00b818418ca07176a738db4fdc-f3524895940od-w480_h360_x2.webp,https://ar.rdcpix.com/902547a00b818418ca07176a738db4fdc-f2408825703od-w480_h360_x2.webp,2105-Cottonwood-Club-Rd_Arlington_TX_76010_M74665-29831,True,True
,778.0,1475.0,,1.0,3.0,,1.0,2.0,apartment,16460 TX 3,77598,TX,Webster,https://ar.rdcpix.com/8736e39eb565c7a9f7548524eb0bb357c-f2399798461od-w480_h360_x2.webp,https://ar.rdcpix.com/8736e39eb565c7a9f7548524eb0bb357c-f1069073132od-w480_h360_x2.webp,16460-TX-3_Webster_TX_77598_M90546-91205,True,True
,1460.0,2304.0,,1.0,2.0,,1.0,2.5,apartment,680 Executive Dr,75074,TX,Plano,https://ar.rdcpix.com/73b224097a519654f96fa96a88b5eef9c-f717762475od-w480_h360_x2.webp,https://ar.rdcpix.com/73b224097a519654f96fa96a88b5eef9c-f4026109184od-w480_h360_x2.webp,680-Executive-Dr_Plano_TX_75074_M71172-61403,True,True
,1447.0,2300.0,,1.0,3.0,,1.0,2.0,apartment,350 Continental Dr,75067,TX,Lewisville,https://ar.rdcpix.com/0856f6229b02ff2a4ff5cddc53de4e02c-f2342905661od-w480_h360_x2.webp,https://ar.rdcpix.com/0856f6229b02ff2a4ff5cddc53de4e02c-f3929919058od-w480_h360_x2.webp,350-Continental-Dr_Lewisville_TX_75067_M89655-50014,True,True
,1225.0,1720.0,,1.0,2.0,,1.0,2.0,apartment,4013 W Northgate Dr,75062,TX,Irving,https://ar.rdcpix.com/8892632d4e6b246eaf9460e5236285fac-f2731286154od-w480_h360_x2.webp,https://ar.rdcpix.com/8892632d4e6b246eaf9460e5236285fac-f2231809896od-w480_h360_x2.webp,4013-W-Northgate-Dr_Irving_TX_75062_M86696-10985,True,True
,926.0,1646.0,,1.0,3.0,,1.0,2.0,apartment,3417 N Midland Dr,79707,TX,Midland,https://ar.rdcpix.com/9440d002cbb4c0d8d900252f8f8e1304c-f3629907609od-w480_h360_x2.webp,https://ar.rdcpix.com/9440d002cbb4c0d8d900252f8f8e1304c-f4173032223od-w480_h360_x2.webp,3417-N-Midland-Dr_Midland_TX_79707_M71424-69658,True,True
,1175.0,1830.0,,1.0,3.0,,1.0,2.0,apartment,3800 Portland St,75038,TX,Irving,https://ar.rdcpix.com/9f00e5b6abb98cf0846ea9fca419dce6c-f3529531501od-w480_h360_x2.webp,https://ar.rdcpix.com/9f00e5b6abb98cf0846ea9fca419dce6c-f3468022639od-w480_h360_x2.webp,3800-Portland-St_Irving_TX_75038_M83605-05432,True,True
,1330.0,2355.0,,1.0,3.0,,1.0,2.0,apartment,9400 W Parmer Ln,78717,TX,Austin,https://ar.rdcpix.com/4bf4f581ece286a4645cc3c9c991a435c-f927725001od-w480_h360_x2.webp,https://ar.rdcpix.com/4bf4f581ece286a4645cc3c9c991a435c-f3218292389od-w480_h360_x2.webp,9400-W-Parmer-Ln_Austin_TX_78717_M87176-60604,True,True
,1380.0,2585.0,,1.0,3.0,,1.0,2.0,apartment,8600 Brodie Ln,78745,TX,Austin,https://ar.rdcpix.com/7c6284de99614256ef3b9c8a3289187fc-f3472982359od-w480_h360_x2.webp,https://ar.rdcpix.com/7c6284de99614256ef3b9c8a3289187fc-f1552945938od-w480_h360_x2.webp,8600-Brodie-Ln_Austin_TX_78745_M70324-71449,True,True
,1362.0,2335.0,,1.0,3.0,,1.0,2.0,apartment,1703 Evans Rd,78258,TX,San Antonio,https://ar.rdcpix.com/eac4384ed478c35a726a0287f29707ecc-f3899194911od-w480_h360_x2.webp,https://ar.rdcpix.com/eac4384ed478c35a726a0287f29707ecc-f2922583001od-w480_h360_x2.webp,1703-Evans-Rd_San-Antonio_TX_78258_M94174-18713,True,True
,2270.0,4999.0,,0.0,2.0,,1.0,2.0,apartment,111 Centre Ave,10801,NY,New Rochelle,https://ar.rdcpix.com/abcd30164158879143f406042a07d287c-f1057150819od-w480_h360_x2.webp,https://ar.rdcpix.com/abcd30164158879143f406042a07d287c-f3023520389od-w480_h360_x2.webp,111-Centre-Ave_New-Rochelle_NY_10801_M97916-02481,True,True
,3206.0,3458.0,,2.0,3.0,,2.0,2.0,apartment,6142 Merlot Dr,12528,NY,Highland,https://ar.rdcpix.com/4970981c2d9c6c39cc15c0d23a26b660c-f1193431333od-w480_h360_x2.webp,https://ar.rdcpix.com/4970981c2d9c6c39cc15c0d23a26b660c-f881122226od-w480_h360_x2.webp,6142-Merlot-Dr_Highland_NY_12528_M93176-05833,True,True
,2295.0,2295.0,,0.0,2.0,,1.0,2.0,apartment,40 Barker Ave,10601,NY,White Plains,https://ar.rdcpix.com/fa7d36b1e745984a6597c44978c560f4c-f3733008487od-w480_h360_x2.webp,https://ar.rdcpix.com/fa7d36b1e745984a6597c44978c560f4c-f2829804341od-w480_h360_x2.webp,40-Barker-Ave-40_White-Plains_NY_10601_M93705-75686,False,False
1950.0,,,3.0,,,1.0,,,apartment,1 Gary Ave,13413,NY,New Hartford,https://ap.rdcpix.com/be06b48eef2ac05dbb7e54cb3f1531d4l-m50753970od-w480_h360_x2.webp,https://ap.rdcpix.com/be06b48eef2ac05dbb7e54cb3f1531d4l-m3879360460od-w480_h360_x2.webp,1-Gary-Ave_New-Hartford_NY_13413_M40999-54924,,
2600.0,,,3.0,,,111.0,,,apartment,4017 8th Ave,11232,NY,New York,https://ap.rdcpix.com/1699437b420e6f0412fb87097828510fl-m2680895269od-w480_h360_x2.webp,https://ap.rdcpix.com/1699437b420e6f0412fb87097828510fl-m3962485231od-w480_h360_x2.webp,4017-8th-Ave_Brooklyn_NY_11232_M93040-21767,False,False
,2270.0,4999.0,,0.0,2.0,,1.0,2.0,apartment,111 Centre Ave,10801,NY,New Rochelle,https://ar.rdcpix.com/abcd30164158879143f406042a07d287c-f1057150819od-w480_h360_x2.webp,https://ar.rdcpix.com/abcd30164158879143f406042a07d287c-f3023520389od-w480_h360_x2.webp,111-Centre-Ave_New-Rochelle_NY_10801_M97916-02481,True,True
,3206.0,3458.0,,2.0,3.0,,2.0,2.0,apartment,6142 Merlot Dr,12528,NY,Highland,https://ar.rdcpix.com/4970981c2d9c6c39cc15c0d23a26b660c-f1193431333od-w480_h360_x2.webp,https://ar.rdcpix.com/4970981c2d9c6c39cc15c0d23a26b660c-f881122226od-w480_h360_x2.webp,6142-Merlot-Dr_Highland_NY_12528_M93176-05833,True,True
,2295.0,2295.0,,0.0,2.0,,1.0,2.0,apartment,40 Barker Ave,10601,NY,White Plains,https://ar.rdcpix.com/fa7d36b1e745984a6597c44978c560f4c-f3733008487od-w480_h360_x2.webp,https://ar.rdcpix.com/fa7d36b1e745984a6597c44978c560f4c-f2829804341od-w480_h360_x2.webp,40-Barker-Ave-40_White-Plains_NY_10601_M93705-75686,False,False
1950.0,,,3.0,,,1.0,,,apartment,1 Gary Ave,13413,NY,New Hartford,https://ap.rdcpix.com/be06b48eef2ac05dbb7e54cb3f1531d4l-m50753970od-w480_h360_x2.webp,https://ap.rdcpix.com/be06b48eef2ac05dbb7e54cb3f1531d4l-m3879360460od-w480_h360_x2.webp,1-Gary-Ave_New-Hartford_NY_13413_M40999-54924,,
2600.0,,,3.0,,,111.0,,,apartment,4017 8th Ave,11232,NY,New York,https://ap.rdcpix.com/1699437b420e6f0412fb87097828510fl-m2680895269od-w480_h360_x2.webp,https://ap.rdcpix.com/1699437b420e6f0412fb87097828510fl-m3962485231od-w480_h360_x2.webp,4017-8th-Ave_Brooklyn_NY_11232_M93040-21767,False,False
,1590.0,3230.0,,0.0,3.0,,1.0,3.0,apartment,10215 Crescent Meadow Blvd,80134,CO,Parker,https://ar.rdcpix.com/b45ab54333543dd1b9502074d591d370c-f2786746004od-w480_h360_x2.webp,https://ar.rdcpix.com/b45ab54333543dd1b9502074d591d370c-f184370097od-w480_h360_x2.webp,10215-Crescent-Meadow-Blvd_Parker_CO_80134_M16735-11234,True,True
,1640.0,2850.0,,0.0,3.0,,1.0,2.5,apartment,23680 E Easter Dr,80016,CO,Aurora,https://ar.rdcpix.com/83a31adcba85c889e2f9a2dd7b4d5606c-f229907454od-w480_h360_x2.webp,https://ar.rdcpix.com/83a31adcba85c889e2f9a2dd7b4d5606c-f716472439od-w480_h360_x2.webp,23680-E-Easter-Dr_Aurora_CO_80016_M22204-28716,True,True
,1590.0,2315.0,,0.0,3.0,,1.0,3.5,apartment,1363 N Victor St,80011,CO,Aurora,https://ar.rdcpix.com/f60c4664828cd33cb190a08c5c84b616c-f574629710od-w480_h360_x2.webp,https://ar.rdcpix.com/f60c4664828cd33cb190a08c5c84b616c-f610689088od-w480_h360_x2.webp,1363-N-Victor-St_Aurora_CO_80011_M98568-89321,True,True
2130.0,,,0.0,,,1.0,,,apartment,7110 W Virginia Ave Apt A201,80226,CO,Lakewood,https://ap.rdcpix.com/89c4eaf7c85958fc99c6aaaae72cc6d2l-m3503224020od-w480_h360_x2.webp,https://ap.rdcpix.com/89c4eaf7c85958fc99c6aaaae72cc6d2l-m1487215678od-w480_h360_x2.webp,7110-W-Virginia-Ave-Apt-A201_Lakewood_CO_80226_M94442-11996,True,True
2238.0,,,0.0,,,1.0,,,apartment,7110 W Virginia Ave Apt A413,80226,CO,Lakewood,https://ap.rdcpix.com/0d8a66725566887a99c9131a7635e1bbl-m3503224020od-w480_h360_x2.webp,https://ap.rdcpix.com/0d8a66725566887a99c9131a7635e1bbl-m1487215678od-w480_h360_x2.webp,7110-W-Virginia-Ave-Apt-A413_Lakewood_CO_80226_M91755-68177,True,True
,3020.0,3335.0,,3.0,5.0,,2.0,3.0,apartment,4350 Rangeview Cir,80504,CO,Firestone,https://ar.rdcpix.com/26348218fb6568f885df1e8d14be8983c-f2440119240od-w480_h360_x2.webp,https://ar.rdcpix.com/26348218fb6568f885df1e8d14be8983c-f2290766027od-w480_h360_x2.webp,4350-Rangeview-Cir_Firestone_CO_80504_M97942-28637,True,True
,1812.0,3553.0,,0.0,3.0,,1.0,2.5,apartment,5340 Gunbarrel Center Ct,80301,CO,Boulder,https://ar.rdcpix.com/42f904d031a5450f6d4d072d910db713c-f2092475660od-w480_h360_x2.webp,https://ar.rdcpix.com/42f904d031a5450f6d4d072d910db713c-f3023481od-w480_h360_x2.webp,5340-Gunbarrel-Center-Ct_Boulder_CO_80301_M16417-97581,True,True
,1926.0,2686.0,,1.0,3.0,,1.0,2.0,apartment,8555 Belle Dr,80129,CO,Highlands Ranch,https://ar.rdcpix.com/813b8c7bea0975c3986692e85204d274c-f1061036924od-w480_h360_x2.webp,https://ar.rdcpix.com/813b8c7bea0975c3986692e85204d274c-f3151993176od-w480_h360_x2.webp,8555-Belle-Dr_Highlands-Ranch_CO_80129_M29870-48916,True,True
,1673.0,2570.0,,1.0,3.0,,0.0,2.0,apartment,11775 Wadsworth Blvd,80020,CO,Broomfield,https://ar.rdcpix.com/a16e3de403b904af40da015f807bace4c-f200379956od-w480_h360_x2.webp,https://ar.rdcpix.com/a16e3de403b904af40da015f807bace4c-f2839345759od-w480_h360_x2.webp,11775-Wadsworth-Blvd_Broomfield_CO_80020_M27387-17296,True,True
,1477.0,2318.0,,0.0,2.0,,1.0,2.0,apartment,158 Inverness Dr W,80112,CO,Englewood,https://ar.rdcpix.com/0764b790eb00c4cdea2ddcd3b6613510c-f3793389517od-w480_h360_x2.webp,https://ar.rdcpix.com/0764b790eb00c4cdea2ddcd3b6613510c-f2475081117od-w480_h360_x2.webp,158-Inverness-Dr-W_Englewood_CO_80112_M14057-19761,True,True
,1492.0,1978.0,,1.0,3.0,,1.0,2.0,apartment,90 Miller Ave,80601,CO,Brighton,https://ar.rdcpix.com/8953470894b86fa2fc685613a1139527c-f1756844979od-w480_h360_x2.webp,https://ar.rdcpix.com/8953470894b86fa2fc685613a1139527c-f2403554330od-w480_h360_x2.webp,90-Miller-Ave_Brighton_CO_80601_M15284-39478,True,True
,1413.0,2378.0,,0.0,2.0,,1.0,2.0,apartment,4101 S Navajo St,80110,CO,Englewood,https://ar.rdcpix.com/09124e911d3eb9239d22213d9c5fe84ac-f2396227676od-w480_h360_x2.webp,https://ar.rdcpix.com/09124e911d3eb9239d22213d9c5fe84ac-f197799894od-w480_h360_x2.webp,1366-W-Oxford-Ave_Englewood_CO_80110_M14841-95875,True,True
,1348.0,1529.0,,0.0,2.0,,1.0,1.0,apartment,1140 S Bellaire St,80246,CO,Denver,https://ar.rdcpix.com/ecf502c67a4360e2c432e8c3163f1495c-f3447369255od-w480_h360_x2.webp,https://ar.rdcpix.com/ecf502c67a4360e2c432e8c3163f1495c-f4245019585od-w480_h360_x2.webp,1140-S-Bellaire-St_Denver_CO_80246_M16296-01715,True,True
,1524.0,1703.0,,1.0,3.0,,1.0,2.0,apartment,10754 Belle Creek Blvd Unit 108,80640,CO,Henderson,https://ar.rdcpix.com/3637378bca6b4c64c2d7032f834fb33ec-f2380608491od-w480_h360_x2.webp,https://ar.rdcpix.com/3637378bca6b4c64c2d7032f834fb33ec-f1489639844od-w480_h360_x2.webp,10754-Belle-Creek-Blvd-Unit-108_Commerce-City_CO_80640_M99082-49212,True,True
,1430.0,2430.0,,0.0,3.0,,1.0,2.0,apartment,3351 E 120th Ave,80233,CO,Thornton,https://ar.rdcpix.com/2b85b1aa9d8be7ef67fcf9045dd07ec3c-f1517355567od-w480_h360_x2.webp,https://ar.rdcpix.com/2b85b1aa9d8be7ef67fcf9045dd07ec3c-f1177835631od-w480_h360_x2.webp,3351-E-120th-Ave_Thornton_CO_80233_M25235-01956,True,True
,1195.0,1856.0,,0.0,2.0,,1.0,2.0,apartment,4805 E Kentucky Ave,80246,CO,Denver,https://ar.rdcpix.com/a1a53750ca3f67b99fae277d1a610317c-f2313172998od-w480_h360_x2.webp,https://ar.rdcpix.com/a1a53750ca3f67b99fae277d1a610317c-f4045330266od-w480_h360_x2.webp,4805-E-Kentucky-Ave_Denver_CO_80246_M15969-97896,True,True
,1561.0,2499.0,,1.0,3.0,,1.0,2.0,apartment,7550 S Blackhawk St,80112,CO,Englewood,https://ar.rdcpix.com/4b0588f91d0eb09b54e049b1c4a65f18c-f1214560215od-w480_h360_x2.webp,https://ar.rdcpix.com/4b0588f91d0eb09b54e049b1c4a65f18c-f1284502352od-w480_h360_x2.webp,7550-S-Blackhawk-St_Englewood_CO_80112_M22537-75587,True,True
,1808.0,2646.0,,0.0,2.0,,1.0,2.0,apartment,7333 W 38th Ave,80033,CO,Wheat Ridge,https://ar.rdcpix.com/30f636c12cd7259b9f00366f9d52c2e7c-f3210308939od-w480_h360_x2.webp,https://ar.rdcpix.com/30f636c12cd7259b9f00366f9d52c2e7c-f532465570od-w480_h360_x2.webp,7333-W-38th-Ave_Wheat-Ridge_CO_80033_M90552-24718,True,True
,2340.0,2541.0,,2.0,2.0,,2.0,2.0,apartment,1284 N Downing St,80218,CO,Denver,https://ar.rdcpix.com/152732ee47be855b119fb843e9c0aecbc-f34482196od-w480_h360_x2.webp,https://ar.rdcpix.com/152732ee47be855b119fb843e9c0aecbc-f774160986od-w480_h360_x2.webp,1284-N-Downing-St_Denver_CO_80218_M20965-49232,True,True
,1547.0,2057.0,,0.0,3.0,,1.0,2.0,apartment,1203 Affirmed Vw,80921,CO,Colorado Springs,https://ar.rdcpix.com/c1826c6050b13f5c3eaf403ff7e1b1b4c-f4127260536od-w480_h360_x2.webp,https://ar.rdcpix.com/c1826c6050b13f5c3eaf403ff7e1b1b4c-f1417601405od-w480_h360_x2.webp,1203-Affirmed-Vw_Colorado-Springs_CO_80921_M95302-65208,True,True
,1268.0,1835.0,,0.0,2.0,,1.0,1.5,apartment,1017 S Birch St,80246,CO,Glendale,https://ar.rdcpix.com/fe1d4a7e69199d52abb16b067affc2fac-f3194955387od-w480_h360_x2.webp,https://ar.rdcpix.com/fe1d4a7e69199d52abb16b067affc2fac-f1262331415od-w480_h360_x2.webp,1017-S-Birch-St_Denver_CO_80246_M23884-91970,True,True
,1765.0,2470.0,,0.0,2.0,,1.0,2.0,apartment,150 W 9th Ave,80204,CO,Denver,https://ar.rdcpix.com/25224c4002aa6a5965b6c979e77a77d9c-f1998384698od-w480_h360_x2.webp,https://ar.rdcpix.com/25224c4002aa6a5965b6c979e77a77d9c-f1231937889od-w480_h360_x2.webp,150-W-9th-Ave_Denver_CO_80204_M24660-27446,True,True
,1533.0,1937.0,,1.0,3.0,,1.0,2.0,apartment,3281 Divine Hts,80922,CO,Colorado Springs,https://ar.rdcpix.com/ac998e64d08753a007a25e0199b3fa08c-f3702883156od-w480_h360_x2.webp,https://ar.rdcpix.com/ac998e64d08753a007a25e0199b3fa08c-f1962550429od-w480_h360_x2.webp,3281-Divine-Hts_Colorado-Springs_CO_80922_M98466-49731,True,True
,1699.0,2340.0,,1.0,3.0,,1.0,2.0,apartment,9959 E Peakview Ave,80111,CO,Englewood,https://ar.rdcpix.com/1ed99569ed35ac399c6d673e4b5e37aac-f940574815od-w480_h360_x2.webp,https://ar.rdcpix.com/1ed99569ed35ac399c6d673e4b5e37aac-f4232720382od-w480_h360_x2.webp,9959-E-Peakview-Ave_Englewood_CO_80111_M16094-84707,True,True
,1130.0,2330.0,,0.0,3.0,,1.0,2.0,apartment,1190 S Bellaire St,80246,CO,Denver,https://ar.rdcpix.com/367f73085e4fc8df973e9e5f48af704ac-f3959314627od-w480_h360_x2.webp,https://ar.rdcpix.com/367f73085e4fc8df973e9e5f48af704ac-f3917707615od-w480_h360_x2.webp,1190-S-Bellaire-St_Denver_CO_80246_M12909-31978,True,True
,2082.0,4540.0,,0.0,2.0,,1.0,2.0,apartment,2555 16th St,80211,CO,Denver,https://ar.rdcpix.com/ac6277c60f85c61a599a8f781cb2eeb3c-f1475923871od-w480_h360_x2.webp,https://ar.rdcpix.com/ac6277c60f85c61a599a8f781cb2eeb3c-f1740018308od-w480_h360_x2.webp,2555-16th-St_Denver_CO_80211_M13777-80025,True,True
,1327.0,1927.0,,0.0,2.0,,1.0,2.0,apartment,878 S Dexter St,80246,CO,Denver,https://ar.rdcpix.com/33a18a3664c21ffe2cc8241c6c7e02e8c-f3094798051od-w480_h360_x2.webp,https://ar.rdcpix.com/33a18a3664c21ffe2cc8241c6c7e02e8c-f2951379065od-w480_h360_x2.webp,878-S-Dexter-St_Denver_CO_80246_M18058-38958,True,True
,2200.0,2230.0,,0.0,2.0,,1.0,2.0,apartment,3860 Tennyson St,80212,CO,Denver,https://ar.rdcpix.com/c3dcf6e5b0d5a9aab1128a6ff8f5e70ec-f31399100od-w480_h360_x2.webp,https://ar.rdcpix.com/c3dcf6e5b0d5a9aab1128a6ff8f5e70ec-f3880232482od-w480_h360_x2.webp,3860-Tennyson-St_Denver_CO_80212_M18979-77121,True,True
,1070.0,1167.0,,0.0,0.0,,1.0,1.0,apartment,1170 N Logan St,80203,CO,Denver,https://ar.rdcpix.com/41122b379587a04261a9e55fc1f94089c-f1253534024od-w480_h360_x2.webp,https://ar.rdcpix.com/41122b379587a04261a9e55fc1f94089c-f1338714401od-w480_h360_x2.webp,1170-Logan-St_Denver_CO_80203_M10767-87871,True,True
,1095.0,1227.0,,0.0,0.0,,1.0,1.0,apartment,1355 N Pearl St,80203,CO,Denver,https://ar.rdcpix.com/c5b832fd616c99c378c499eb77b3522ac-f3325658128od-w480_h360_x2.webp,https://ar.rdcpix.com/c5b832fd616c99c378c499eb77b3522ac-f445507459od-w480_h360_x2.webp,1355-Pearl-St_Denver_CO_80203_M11983-68727,True,True
,1474.0,2543.0,,1.0,3.0,,1.0,2.0,apartment,4701 Strauss Cabin Rd,80528,CO,Fort Collins,https://ar.rdcpix.com/ce2a6501fa63f6fea4bb545281c2a7c4c-f292540814od-w480_h360_x2.webp,https://ar.rdcpix.com/ce2a6501fa63f6fea4bb545281c2a7c4c-f3914206855od-w480_h360_x2.webp,4701-Strauss-Cabin-Rd_Fort-Collins_CO_80528_M22682-87507,True,True
,1751.0,2655.0,,1.0,3.0,,1.0,2.0,apartment,12621 Zuni St,80020,CO,Broomfield,https://ar.rdcpix.com/2a75fd8d9d77e3bd523059eef8c3bed0c-f1166158820od-w480_h360_x2.webp,https://ar.rdcpix.com/2a75fd8d9d77e3bd523059eef8c3bed0c-f138752681od-w480_h360_x2.webp,12621-Zuni-St_Broomfield_CO_80020_M28659-14031,True,True
,1750.0,2000.0,,1.0,2.0,,1.0,2.0,apartment,201 Englewood Pkwy,80110,CO,Englewood,https://ar.rdcpix.com/677cd5ab2d8a7b92eed5c7478e27492ac-f767660876od-w480_h360_x2.webp,https://ar.rdcpix.com/677cd5ab2d8a7b92eed5c7478e27492ac-f1105457359od-w480_h360_x2.webp,201-Englewood-Pkwy_Englewood_CO_80110_M94127-21531,True,True
,1394.0,1924.0,,1.0,2.0,,1.0,2.0,apartment,12150 Race St,80241,CO,Northglenn,https://ar.rdcpix.com/503bb5a89e36adbd0dccf257cf81cc86c-f175405138od-w480_h360_x2.webp,https://ar.rdcpix.com/503bb5a89e36adbd0dccf257cf81cc86c-f3760888760od-w480_h360_x2.webp,12150-Race-St_Northglenn_CO_80241_M92614-78858,True,True
,1750.0,2315.0,,1.0,2.0,,1.0,2.0,apartment,675 E Louisiana Ave,80210,CO,Denver,https://ar.rdcpix.com/8e5179b738166f6899088cac23e6e6edc-f1532338182od-w480_h360_x2.webp,https://ar.rdcpix.com/8e5179b738166f6899088cac23e6e6edc-f2952200326od-w480_h360_x2.webp,675-E-Louisiana-Ave_Denver_CO_80210_M23321-89642,True,True
,1295.0,1690.0,,0.0,2.0,,1.0,2.0,apartment,2530 Paragon Dr,80918,CO,Colorado Springs,https://ar.rdcpix.com/fc8415a05eb693e94474aaba4178fca5c-f2086621606od-w480_h360_x2.webp,https://ar.rdcpix.com/fc8415a05eb693e94474aaba4178fca5c-f1981206501od-w480_h360_x2.webp,2530-Paragon-Dr_Colorado-Springs_CO_80918_M17659-67062,True,True
,1244.0,1309.0,,1.0,1.0,,1.0,1.0,apartment,1444 Saint Paul St,80206,CO,Denver,https://ar.rdcpix.com/e38c847b1bb03d47d3058112d8ac8521c-f1714708396od-w480_h360_x2.webp,https://ar.rdcpix.com/e38c847b1bb03d47d3058112d8ac8521c-f3985209511od-w480_h360_x2.webp,1444-Saint-Paul-St_Denver_CO_80206_M16811-84381,True,True
,1575.0,2118.0,,1.0,3.0,,1.0,2.0,apartment,4600 E Kentucky Ave,80246,CO,Denver,https://ar.rdcpix.com/e95921105f35357d639043956605efa1c-f1426928546od-w480_h360_x2.webp,https://ar.rdcpix.com/e95921105f35357d639043956605efa1c-f2821755402od-w480_h360_x2.webp,4600-E-Kentucky-Ave_Denver_CO_80246_M18059-88022,True,True
