price,min_price,max_price,beds,min_beds,max_beds,baths,min_baths,max_baths,house_type,address,postal_code,state,city,pictures,pictures1,permalink,cats,dogs
,1483.0,2228.0,,1.0,3.0,,1.0,2.0,apartment,3702 Frankford Rd,75287,TX,Dallas,https://ar.rdcpix.com/6496f52e9a011d0606e0c35aae0c5fb6c-f4147175927od-w480_h360_x2.webp,https://ar.rdcpix.com/6496f52e9a011d0606e0c35aae0c5fb6c-f4014603804od-w480_h360_x2.webp,3702-Frankford-Rd_Dallas_TX_75287_M85897-26132,True,True
,1266.0,1721.0,,1.0,2.0,,1.0,2.0,apartment,2101 E,75150,TX,Mesquite,https://ar.rdcpix.com/a2ee63fe89f8b1f38f30e7f6297d44b1c-f3199251112od-w480_h360_x2.webp,https://ar.rdcpix.com/a2ee63fe89f8b1f38f30e7f6297d44b1c-f1940590733od-w480_h360_x2.webp,2101-E_Mesquite_TX_75150_M92701-39685,True,True
,1250.0,2265.0,,0.0,2.0,,1.0,2.5,apartment,2500 Summer Lee Dr,75032,TX,Rockwall,https://ar.rdcpix.com/4e4134b6cb1b4115c06f0e4b1ef5ff50c-f4044077172od-w480_h360_x2.webp,https://ar.rdcpix.com/4e4134b6cb1b4115c06f0e4b1ef5ff50c-f3707113570od-w480_h360_x2.webp,2500-Summer-Lee-Dr_Rockwall_TX_75032_M96282-82503,True,True
,1595.0,2785.0,,0.0,3.0,,1.0,2.0,apartment,935 Garden Park Dr,75013,TX,Allen,https://ar.rdcpix.com/8724f2a9d0ad55a50362de3f500f1a1ac-f1234639053od-w480_h360_x2.webp,https://ar.rdcpix.com/8724f2a9d0ad55a50362de3f500f1a1ac-f1473259283od-w480_h360_x2.webp,935-Garden-Park-Dr_Allen_TX_75013_M70812-40860,True,True
,1215.0,2230.0,,1.0,3.0,,1.0,2.5,apartment,600 Legacy Dr,75023,TX,Plano,https://ar.rdcpix.com/4786e372008affc30f0ecdc366ecbb72c-f2423748604od-w480_h360_x2.webp,https://ar.rdcpix.com/4786e372008affc30f0ecdc366ecbb72c-f1741384611od-w480_h360_x2.webp,600-Legacy-Dr_Plano_TX_75023_M88500-62858,True,True
,1325.0,2770.0,,0.0,3.0,,1.0,2.0,apartment,9355 John W Elliott Dr,75033,TX,Frisco,https://ar.rdcpix.com/98cad038a78b19730b25ecf0cf8e7c56c-f3503171174od-w480_h360_x2.webp,https://ar.rdcpix.com/98cad038a78b19730b25ecf0cf8e7c56c-f3882018625od-w480_h360_x2.webp,9355-John-W-Elliott-Dr_Frisco_TX_75034_M75285-39686,True,True
,810.0,1230.0,,1.0,2.0,,1.0,2.0,apartment,11300 Regency Green Dr,77429,TX,Cypress,https://ar.rdcpix.com/de13527fc04019b2af19d4d211b2f07dc-f3888304721od-w480_h360_x2.webp,https://ar.rdcpix.com/de13527fc04019b2af19d4d211b2f07dc-f3233594111od-w480_h360_x2.webp,11300-Regency-Green-Dr_Cypress_TX_77429_M74452-47432,True,True
,776.0,1553.0,,0.0,2.0,,1.0,2.0,apartment,2170 Thousand Oaks Dr,78232,TX,San Antonio,https://ar.rdcpix.com/f88ab371233edfe366412f46159d0d9dc-f1217481553od-w480_h360_x2.webp,https://ar.rdcpix.com/f88ab371233edfe366412f46159d0d9dc-f4048141284od-w480_h360_x2.webp,1000-Oaks_San-Antonio_TX_78247_M79893-82285,True,True
,890.0,1795.0,,0.0,2.0,,1.0,2.0,apartment,1045 15th Pl,75074,TX,Plano,https://ar.rdcpix.com/587c8d19763670f02e46b992c9f8eef0c-f77963696od-w480_h360_x2.webp,https://ar.rdcpix.com/587c8d19763670f02e46b992c9f8eef0c-f3918299231od-w480_h360_x2.webp,1045-15th-Pl_Plano_TX_75074_M93981-57311,True,True
,1610.0,2635.0,,1.0,2.0,,1.0,2.0,apartment,2001 Wittington Pl,75234,TX,Farmers Branch,https://ar.rdcpix.com/ec7fda2bf8fb44e354473449edf6fc15c-f3623674479od-w480_h360_x2.webp,https://ar.rdcpix.com/ec7fda2bf8fb44e354473449edf6fc15c-f2957076870od-w480_h360_x2.webp,2001-Wittington-Pl_Farmers-Branch_TX_75234_M95478-96994,True,True
,630.0,1170.0,,1.0,3.0,,1.0,2.0,apartment,2101 Hayes Rd,77077,TX,Houston,https://ar.rdcpix.com/270a89335724eb336fa10e28c3f93c99c-f3503760995od-w480_h360_x2.webp,https://ar.rdcpix.com/270a89335724eb336fa10e28c3f93c99c-f442326030od-w480_h360_x2.webp,2101-Hayes-Rd_Houston_TX_77077_M70000-01929,True,True
,890.0,1405.0,,1.0,2.0,,1.0,2.0,apartment,3727 Andrews Hwy,79762,TX,Odessa,https://ar.rdcpix.com/6270ac1bee9ce6bd7285a3eb1f662114c-f994765814od-w480_h360_x2.webp,https://ar.rdcpix.com/6270ac1bee9ce6bd7285a3eb1f662114c-f4153695322od-w480_h360_x2.webp,3727-Andrews-Hwy_Odessa_TX_79762_M77285-05861,True,True
,1302.0,2652.0,,1.0,2.0,,1.0,2.0,apartment,12635 Shadow Creek Pkwy,77584,TX,Pearland,https://ar.rdcpix.com/5409da26cfe38f0374ae7203cac20063c-f1148785457od-w480_h360_x2.webp,https://ar.rdcpix.com/5409da26cfe38f0374ae7203cac20063c-f4137005017od-w480_h360_x2.webp,12635-Shadow-Creek-Pkwy_Pearland_TX_77584_M94001-69399,True,True
,1238.0,1806.0,,1.0,2.0,,0.0,2.0,apartment,2305 Windsprint Way,76014,TX,Arlington,https://ar.rdcpix.com/dbe4bc935cf747fc2723e510d10c0cd5c-f2274980205od-w480_h360_x2.webp,https://ar.rdcpix.com/dbe4bc935cf747fc2723e510d10c0cd5c-f4070883345od-w480_h360_x2.webp,2305-Windsprint-Way_Arlington_TX_76014_M82616-35707,True,True
,1085.0,1495.0,,1.0,2.0,,1.0,2.0,apartment,3466 N Belt Line Rd,75062,TX,Irving,https://ar.rdcpix.com/33f9e1979b22a906fe03e0f91613b0acc-f3525499798od-w480_h360_x2.webp,https://ar.rdcpix.com/33f9e1979b22a906fe03e0f91613b0acc-f475046745od-w480_h360_x2.webp,3466-N-Belt-Line-Rd_Irving_TX_75062_M89380-47748,True,True
,1240.0,1760.0,,1.0,3.0,,1.5,4.0,apartment,3315 Godfrey St,79707,TX,Midland,https://ar.rdcpix.com/98125e8dcfb567de0ee7d9378081cad6c-f3218959776od-w480_h360_x2.webp,https://ar.rdcpix.com/98125e8dcfb567de0ee7d9378081cad6c-f3043079778od-w480_h360_x2.webp,3315-Godfrey-St_Midland_TX_79707_M82884-07693,True,True
,1490.0,3420.0,,0.0,3.0,,1.0,2.0,apartment,8900 Six Pines Dr,77380,TX,Shenandoah,https://ar.rdcpix.com/32b8dbf237e68f80acc4d09cb29dbfc6c-f2781820494od-w480_h360_x2.webp,https://ar.rdcpix.com/32b8dbf237e68f80acc4d09cb29dbfc6c-f2226949454od-w480_h360_x2.webp,8900-Six-Pines-Dr_Shenandoah_TX_77380_M94368-29707,True,True
,2599.0,2914.0,,3.0,4.0,,2.0,2.5,apartment,1108 Legacy Dr,78660,TX,Pflugerville,https://ar.rdcpix.com/ac38593b0948965cbaecbf4605d1a688c-f3981619243od-w480_h360_x2.webp,https://ar.rdcpix.com/ac38593b0948965cbaecbf4605d1a688c-f4283541485od-w480_h360_x2.webp,1108-Legacy-Dr_Pflugerville_TX_78660_M87388-23255,True,True
,1411.0,1815.0,,1.0,2.0,,1.0,2.0,apartment,9519 E Valley Ranch Pkwy,75063,TX,Irving,https://ar.rdcpix.com/4ed6530cc8e8144cad3ac767cb8f1308c-f4071984563od-w480_h360_x2.webp,https://ar.rdcpix.com/4ed6530cc8e8144cad3ac767cb8f1308c-f1180689258od-w480_h360_x2.webp,9519-Valley-Ranch-Pkwy-E_Irving_TX_75063_M75578-66761,True,True
,1416.0,2380.0,,1.0,2.0,,1.0,2.0,apartment,21901 Gosling Rd,77388,TX,Spring,https://ar.rdcpix.com/3494dfd7ba0aaeda6f61e7257e27f11cc-f3057454168od-w480_h360_x2.webp,https://ar.rdcpix.com/3494dfd7ba0aaeda6f61e7257e27f11cc-f1678826418od-w480_h360_x2.webp,21901-Gosling-Rd_Spring_TX_77388_M99001-56164,True,True
,930.0,1530.0,,1.0,2.0,,1.0,2.0,apartment,2308 Fair Oaks Dr,76011,TX,Arlington,https://ar.rdcpix.com/262fe1d2651aed6db6dffb0fb2859d73c-f398592217od-w480_h360_x2.webp,https://ar.rdcpix.com/262fe1d2651aed6db6dffb0fb2859d73c-f2696600868od-w480_h360_x2.webp,2308-Fair-Oaks-Dr_Arlington_TX_76011_M88279-94267,True,True
,980.0,1435.0,,1.0,3.0,,1.0,2.5,apartment,16222 Stuebner Airline Rd,77379,TX,Spring,https://ar.rdcpix.com/518dd12608614eafdfcb1ee118a6a9a3c-f1676707570od-w480_h360_x2.webp,https://ar.rdcpix.com/518dd12608614eafdfcb1ee118a6a9a3c-f3241554352od-w480_h360_x2.webp,16222-Stuebner-Airline-Rd_Spring_TX_77379_M89361-32756,True,True
,1028.0,1508.0,,0.0,2.0,,1.0,2.0,apartment,2250 Ridgepoint Dr,78754,TX,Austin,https://ar.rdcpix.com/8a0473571785e2a9192d75abb9319392c-f1230618031od-w480_h360_x2.webp,https://ar.rdcpix.com/8a0473571785e2a9192d75abb9319392c-f4131022251od-w480_h360_x2.webp,2250-Ridgepoint-Dr_Austin_TX_78754_M70813-87110,True,True
,1614.0,2306.0,,1.0,3.0,,1.0,2.0,apartment,701 Cowboys Pkwy,75063,TX,Irving,https://ar.rdcpix.com/86b30bd3ffafa68dc441bd9d31aa0dc5c-f1471559667od-w480_h360_x2.webp,https://ar.rdcpix.com/86b30bd3ffafa68dc441bd9d31aa0dc5c-f3438605443od-w480_h360_x2.webp,701-Cowboys-Pkwy_Irving_TX_75063_M87499-76871,True,True
,1550.0,4225.0,,1.0,3.0,,0.0,2.0,apartment,5995 Gordon St,75034,TX,Frisco,https://ar.rdcpix.com/23d04c7cc189e3a4cb43706a847c5d96c-f1113525348od-w480_h360_x2.webp,https://ar.rdcpix.com/23d04c7cc189e3a4cb43706a847c5d96c-f493719024od-w480_h360_x2.webp,5995-Gordon-St_Frisco_TX_75034_M91026-99923,True,True
,1655.0,2775.0,,1.0,2.0,,1.0,2.0,apartment,1350 FM 157,76063,TX,Mansfield,https://ar.rdcpix.com/dbcbd357557601c34afd54d5f0f3689ac-f2803792379od-w480_h360_x2.webp,https://ar.rdcpix.com/dbcbd357557601c34afd54d5f0f3689ac-f3314587537od-w480_h360_x2.webp,1350-FM-157_Mansfield_TX_76063_M95404-82080,False,False
,1155.0,1910.0,,1.0,2.0,,1.0,2.0,apartment,4809 N O Connor Rd,75062,TX,Irving,https://ar.rdcpix.com/1cd874046359fb467fc55e9e4baac42ec-f836640262od-w480_h360_x2.webp,https://ar.rdcpix.com/1cd874046359fb467fc55e9e4baac42ec-f1251165557od-w480_h360_x2.webp,4809-N-O-Connor-Rd_Irving_TX_75062_M70289-94008,True,True
,1409.0,2384.0,,1.0,3.0,,1.0,2.0,apartment,1010 S Heatherwilde Blvd,78660,TX,Pflugerville,https://ar.rdcpix.com/f86a494b5b4732b6316e68d415571b12c-f1971192765od-w480_h360_x2.webp,https://ar.rdcpix.com/f86a494b5b4732b6316e68d415571b12c-f2717980021od-w480_h360_x2.webp,1010-S-Heatherwilde-Blvd_Pflugerville_TX_78660_M90223-09892,True,True
,995.0,1260.0,,1.0,2.0,,1.0,2.0,apartment,4675 Oakwood Dr,79761,TX,Odessa,https://ar.rdcpix.com/39c6391f696664478d9da40c7a0ebe9dc-f214376154od-w480_h360_x2.webp,https://ar.rdcpix.com/39c6391f696664478d9da40c7a0ebe9dc-f3896351805od-w480_h360_x2.webp,4675-Oakwood-Dr_Odessa_TX_79761_M71444-82019,True,True
,1337.0,2235.0,,1.0,3.0,,1.0,2.0,apartment,17900 Pfluger Farm Ln,78660,TX,Pflugerville,https://ar.rdcpix.com/e7a1addb8666b12a7a5f1854591fa66ec-f2513606347od-w480_h360_x2.webp,https://ar.rdcpix.com/e7a1addb8666b12a7a5f1854591fa66ec-f1487899712od-w480_h360_x2.webp,17900-Pfluger-Farm-Ln_Pflugerville_TX_78660_M92432-65139,True,True
,985.0,1855.0,,1.0,2.0,,1.0,2.0,apartment,256 E Corporate Dr,75067,TX,Lewisville,https://ar.rdcpix.com/d26e5234e167405c39f6ef973e7c5c3ec-f1149488310od-w480_h360_x2.webp,https://ar.rdcpix.com/d26e5234e167405c39f6ef973e7c5c3ec-f3469126501od-w480_h360_x2.webp,256-E-Corporate-Dr_Lewisville_TX_75067_M81756-85372,True,True
,1565.0,2255.0,,0.0,2.0,,1.0,2.0,apartment,2425 Victory Ave,75219,TX,Dallas,https://ar.rdcpix.com/51a72d1435d02fdf6409df68819410e1c-f548696716od-w480_h360_x2.webp,https://ar.rdcpix.com/51a72d1435d02fdf6409df68819410e1c-f1098117884od-w480_h360_x2.webp,2425-Victory-Ave_Dallas_TX_75219_M79383-20607,True,True
,1110.0,2065.0,,1.0,3.0,,1.0,2.0,apartment,3653 Timberglen Rd,75287,TX,Dallas,https://ar.rdcpix.com/28c36690f47f7a1c2d9d2198856ba24bc-f165213386od-w480_h360_x2.webp,https://ar.rdcpix.com/28c36690f47f7a1c2d9d2198856ba24bc-f910212490od-w480_h360_x2.webp,3653-Timberglen-Rd_Dallas_TX_75287_M89654-00950,True,True
,1470.0,2454.0,,1.0,2.0,,1.0,2.0,apartment,1001 W 7th St,76102,TX,Fort Worth,https://ar.rdcpix.com/3439b5770b5c5812bc86a5024cb802b9c-f3154674799od-w480_h360_x2.webp,https://ar.rdcpix.com/3439b5770b5c5812bc86a5024cb802b9c-f3005427660od-w480_h360_x2.webp,1001-W-7th-St_Fort-Worth_TX_76102_M75652-82684,True,True
,1425.0,1550.0,,1.0,3.0,,1.0,2.0,apartment,8201 Dorado Dr,79765,TX,Odessa,https://ar.rdcpix.com/a6a79f54166a2d8e63da89a8ecc88dacc-f876052018od-w480_h360_x2.webp,https://ar.rdcpix.com/a6a79f54166a2d8e63da89a8ecc88dacc-f2148421286od-w480_h360_x2.webp,8201-Dorado-Dr_Odessa_TX_79765_M89504-00445,True,True
,965.0,1337.0,,1.0,2.0,,1.0,2.0,apartment,4301 Raleigh Ct,79707,TX,Midland,https://ar.rdcpix.com/5c1f374c8a512c15b14a2dcede06051cc-f1560616170od-w480_h360_x2.webp,https://ar.rdcpix.com/5c1f374c8a512c15b14a2dcede06051cc-f1233358708od-w480_h360_x2.webp,4301-Raleigh-Ct_Midland_TX_79707_M71427-30520,True,True
,1530.0,2670.0,,1.0,2.0,,1.0,2.0,apartment,4030 N Central Expy,75204,TX,Dallas,https://ar.rdcpix.com/010055b8cfe355df6df0aa25c5dde731c-f3040876581od-w480_h360_x2.webp,https://ar.rdcpix.com/010055b8cfe355df6df0aa25c5dde731c-f1727260068od-w480_h360_x2.webp,4030-N-Central-Expy_Dallas_TX_75204_M80220-16398,True,True
